k	5.10	5.15	5.20	10.20	10.30	15.30	courses	sushi	skate	14.9
616	0	0	0	0	0.0336666667	0.3050666667	0.3506164384	0	0	0
617	0	0	0	0	0.0326666667	0.3047666667	0.3495890411	0	0	0
618	0	0	0	0	0.0326666667	0.3040666667	0.3485616438	0	0	0
619	0	0	0	0	0.0326666667	0.3040666667	0.3476027397	0	0	0
620	0	0	0	0	0.0323333333	0.3032333333	0.3466438356	0	0	0
621	0	0	0	0	0.0306666667	0.3026333333	0.3454794521	0	0	0
622	0	0	0	0	0.0303333333	0.3023333333	0.3444520548	0	0	0
623	0	0	0	0	0.0296666667	0.3014	0.3432191781	0	0	0
624	0	0	0	0	0.0293333333	0.3003333333	0.342260274	0	0	0
625	0	0	0	0	0.029	0.3003333333	0.3411643836	0	0	0
626	0	0	0	0	0.0283333333	0.2997666667	0.3402054795	0	0	0
627	0	0	0	0	0.028	0.2983	0.3389726027	0	0	0
628	0	0	0	0	0.027	0.2961666667	0.3380821918	0	0	0
629	0	0	0	0	0.026	0.2955333333	0.3369863014	0	0	0
630	0	0	0	0	0.0253333333	0.2952666667	0.3360273973	0	0	0
631	0	0	0	0	0.025	0.2939666667	0.3348630137	0	0	0
632	0	0	0	0	0.0246666667	0.2917333333	0.3338356164	0	0	0
633	0	0	0	0	0.0246666667	0.2906666667	0.3328767123	0	0	0
634	0	0	0	0	0.0243333333	0.2900666667	0.3317808219	0	0	0
635	0	0	0	0	0.024	0.2878333333	0.3305479452	0	0	0
636	0	0	0	0	0.024	0.2874333333	0.3297260274	0	0	0
637	0	0	0	0	0.0236666667	0.2870666667	0.3284931507	0	0	0
638	0	0	0	0	0.0236666667	0.2867666667	0.3274657534	0	0	0
639	0	0	0	0	0.0233333333	0.2865333333	0.326369863	0	0	0
640	0	0	0	0	0.0233333333	0.2855666667	0.3254794521	0	0	0
641	0	0	0	0	0.023	0.2830666667	0.3243150685	0	0	0
642	0	0	0	0	0.023	0.2823	0.3232191781	0	0	0
643	0	0	0	0	0.023	0.2807333333	0.3220547945	0	0	0
644	0	0	0	0	0.022	0.2789	0.3213013699	0	0	0
645	0	0	0	0	0.0216666667	0.2776666667	0.3202054795	0	0	0
646	0	0	0	0	0.0216666667	0.2768666667	0.3189726027	0	0	0
647	0	0	0	0	0.021	0.2753666667	0.3180821918	0	0	0
648	0	0	0	0	0.0206666667	0.2738	0.3171232877	0	0	0
649	0	0	0	0	0.02	0.2724333333	0.316369863	0	0	0
650	0	0	0	0	0.02	0.2714666667	0.3148630137	0	0	0
651	0	0	0	0	0.02	0.2708	0.3138356164	0	0	0
652	0	0	0	0	0.0193333333	0.2692666667	0.3130136986	0	0	0
653	0	0	0	0	0.0193333333	0.2680333333	0.3119178082	0	0	0
654	0	0	0	0	0.019	0.2667	0.3106164384	0	0	0
655	0	0	0	0	0.019	0.2654666667	0.3095205479	0	0	0
656	0	0	0	0	0.0186666667	0.2638333333	0.308630137	0	0	0
657	0	0	0	0	0.0186666667	0.2634	0.3074657534	0	0	0
658	0	0	0	0	0.0186666667	0.2625333333	0.3062328767	0	0	0
659	0	0	0	0	0.018	0.2617333333	0.3052054795	0	0	0
660	0	0	0	0	0.0176666667	0.2608	0.3041780822	0	0	0
661	0	0	0	0	0.0176666667	0.2603333333	0.3031506849	0	0	0
662	0	0	0	0	0.017	0.2597333333	0.3021917808	0	0	0
663	0	0	0	0	0.0163333333	0.2589	0.3010958904	0	0	0
664	0	0	0	0	0.0163333333	0.2587666667	0.3000684932	0	0	0
665	0	0	0	0	0.0163333333	0.2580666667	0.2989726027	0	0	0
666	0	0	0	0	0.0156666667	0.2576	0.2978767123	0	0	0
667	0	0	0	0	0.0153333333	0.2566333333	0.2967123288	0	0	0
668	0	0	0	0	0.0153333333	0.2558	0.2958219178	0	0	0
669	0	0	0	0	0.0153333333	0.2557333333	0.2947945205	0	0	0
670	0	0	0	0	0.0153333333	0.2550333333	0.2937671233	0	0	0
671	0	0	0	0	0.0143333333	0.2539333333	0.2924657534	0	0	0
672	0	0	0	0	0.0136666667	0.2527666667	0.2914383562	0	0	0
673	0	0	0	0	0.0136666667	0.2518	0.2903424658	0	0	0
674	0	0	0	0	0.013	0.2510666667	0.2893150685	0	0	0
675	0	0	0	0	0.0126666667	0.2494666667	0.2881506849	0	0	0
676	0	0	0	0	0.012	0.2481333333	0.287260274	0	0	0
677	0	0	0	0	0.0113333333	0.2478	0.2862328767	0	0	0
678	0	0	0	0	0.011	0.2469	0.285	0	0	0
679	0	0	0	0	0.0103333333	0.2461666667	0.2840410959	0	0	0
680	0	0	0	0	0.01	0.2456	0.2830136986	0	0	0
681	0	0	0	0	0.01	0.2453333333	0.2819863014	0	0	0
682	0	0	0	0	0.0093333333	0.2443	0.2810958904	0	0	0
683	0	0	0	0	0.0093333333	0.2443	0.2798630137	0	0	0
684	0	0	0	0	0.0093333333	0.2437333333	0.2789041096	0	0	0
685	0	0	0	0	0.0093333333	0.2435	0.2780136986	0	0	0
686	0	0	0	0	0.0093333333	0.2429333333	0.2770547945	0	0	0
687	0	0	0	0	0.0093333333	0.2422666667	0.2760273973	0	0	0
688	0	0	0	0	0.009	0.2417333333	0.2750684932	0	0	0
689	0	0	0	0	0.0083333333	0.2417	0.2737671233	0	0	0
690	0	0	0	0	0.0083333333	0.2415666667	0.272739726	0	0	0
691	0	0	0	0	0.0083333333	0.2412666667	0.2717123288	0	0	0
692	0	0	0	0	0.0083333333	0.2406	0.2709589041	0	0	0
693	0	0	0	0	0.0083333333	0.2392	0.2697945205	0	0	0
694	0	0	0	0	0.008	0.2391	0.2688356164	0	0	0
695	0	0	0	0	0.008	0.2388666667	0.2678082192	0	0	0
696	0	0	0	0	0.008	0.2385	0.2667123288	0	0	0
697	0	0	0	0	0.008	0.2378666667	0.2656849315	0	0	0
698	0	0	0	0	0.0076666667	0.2378666667	0.2645205479	0	0	0
699	0	0	0	0	0.0076666667	0.2373	0.2631506849	0	0	0
700	0	0	0	0	0.0073333333	0.2362333333	0.262260274	0	0	0
701	0	0	0	0	0.007	0.2348666667	0.2612328767	0	0	0
702	0	0	0	0	0.007	0.2344	0.2602739726	0	0	0
703	0	0	0	0	0.0066666667	0.2343333333	0.2592465753	0	0	0
704	0	0	0	0	0.0063333333	0.2339666667	0.2581506849	0	0	0
705	0	0	0	0	0.0063333333	0.2339333333	0.2571232877	0	0	0
706	0	0	0	0	0.0056666667	0.2326333333	0.2559589041	0	0	0
707	0	0	0	0	0.0056666667	0.2318	0.2547945205	0	0	0
708	0	0	0	0	0.0056666667	0.2315	0.2539041096	0	0	0
709	0	0	0	0	0.0056666667	0.2309666667	0.252739726	0	0	0
710	0	0	0	0	0.0056666667	0.2309666667	0.2517808219	0	0	0
711	0	0	0	0	0.0056666667	0.2305333333	0.2507534247	0	0	0
712	0	0	0	0	0.0053333333	0.2298333333	0.2496575342	0	0	0
713	0	0	0	0	0.005	0.2296666667	0.248630137	0	0	0
714	0	0	0	0	0.0046666667	0.2290666667	0.2476712329	0	0	0
715	0	0	0	0	0.0046666667	0.2287	0.2462328767	0	0	0
716	0	0	0	0	0.0043333333	0.2285666667	0.2452739726	0	0	0
717	0	0	0	0	0.0043333333	0.2284	0.2441780822	0	0	0
718	0	0	0	0	0.0043333333	0.2274333333	0.2432191781	0	0	0
719	0	0	0	0	0.004	0.2274	0.242260274	0	0	0
720	0	0	0	0	0.004	0.2274	0.2412328767	0	0	0
721	0	0	0	0	0.004	0.2272	0.2401369863	0	0	0
722	0	0	0	0	0.004	0.2268	0.2391780822	0	0	0
723	0	0	0	0	0.004	0.2262	0.2379452055	0	0	0
724	0	0	0	0	0.0036666667	0.2259333333	0.2369863014	0	0	0
725	0	0	0	0	0.0036666667	0.2256666667	0.235890411	0	0	0
726	0	0	0	0	0.0033333333	0.2249666667	0.2349315068	0	0	0
727	0	0	0	0	0.0033333333	0.2246	0.2339041096	0	0	0
728	0	0	0	0	0.0033333333	0.2242666667	0.2328082192	0	0	0
729	0	0	0	0	0.0033333333	0.2237	0.2315753425	0	0	0
730	0	0	0	0	0.0033333333	0.2233666667	0.2305479452	0	0	0
731	0	0	0	0	0.0033333333	0.2232666667	0.2291780822	0	0	0
732	0	0	0	0	0.003	0.2229333333	0.2283561644	0	0	0
733	0	0	0	0	0.003	0.2222	0.2273287671	0	0	0
734	0	0	0	0	0.003	0.2218333333	0.2265068493	0	0	0
735	0	0	0	0	0.003	0.2205	0.2253424658	0	0	0
736	0	0	0	0	0.003	0.2198333333	0.2244520548	0	0	0
737	0	0	0	0	0.003	0.2192	0.2233561644	0	0	0
738	0	0	0	0	0.003	0.2183666667	0.2221917808	0	0	0
739	0	0	0	0	0.0026666667	0.2178333333	0.220890411	0	0	0
740	0	0	0	0	0.0026666667	0.2178333333	0.2199315068	0	0	0
741	0	0	0	0	0.0023333333	0.2167	0.2189041096	0	0	0
742	0	0	0	0	0.002	0.2163333333	0.2178767123	0	0	0
743	0	0	0	0	0.0016666667	0.2162666667	0.2167808219	0	0	0
744	0	0	0	0	0.0013333333	0.216	0.2157534247	0	0	0
745	0	0	0	0	0.001	0.2144333333	0.2145205479	0	0	0
746	0	0	0	0	0.001	0.2142	0.213630137	0	0	0
747	0	0	0	0	0.0006666667	0.2137666667	0.2126712329	0	0	0
748	0	0	0	0	0.0003333333	0.2134	0.2117123288	0	0	0
749	0	0	0	0	0	0.2131333333	0.2106849315	0	0	0
750	0	0	0	0	0	0.2126	0.2096575342	0	0	0
751	0	0	0	0	0	0.2117666667	0.2086986301	0	0	0
752	0	0	0	0	0	0.2106	0.2076027397	0	0	0
753	0	0	0	0	0	0.2095666667	0.2064383562	0	0	0
754	0	0	0	0	0	0.2087	0.2052739726	0	0	0
755	0	0	0	0	0	0.2076666667	0.2040410959	0	0	0
756	0	0	0	0	0	0.2069666667	0.2031506849	0	0	0
757	0	0	0	0	0	0.2063666667	0.2021232877	0	0	0
758	0	0	0	0	0	0.2062	0.2010958904	0	0	0
759	0	0	0	0	0	0.2059666667	0.2000684932	0	0	0
760	0	0	0	0	0	0.2050666667	0.1989726027	0	0	0
761	0	0	0	0	0	0.2042333333	0.1979452055	0	0	0
762	0	0	0	0	0	0.2031333333	0.1969863014	0	0	0
763	0	0	0	0	0	0.2028666667	0.195890411	0	0	0
764	0	0	0	0	0	0.2028666667	0.1949315068	0	0	0
765	0	0	0	0	0	0.2026333333	0.1938356164	0	0	0
766	0	0	0	0	0	0.2024666667	0.1929452055	0	0	0
767	0	0	0	0	0	0.2019333333	0.1918493151	0	0	0
768	0	0	0	0	0	0.2016	0.1907534247	0	0	0
769	0	0	0	0	0	0.2015333333	0.1895205479	0	0	0
770	0	0	0	0	0	0.201	0.1884246575	0	0	0
771	0	0	0	0	0	0.2004666667	0.1873972603	0	0	0
772	0	0	0	0	0	0.2001666667	0.1865753425	0	0	0
773	0	0	0	0	0	0.1994666667	0.1856164384	0	0	0
774	0	0	0	0	0	0.1986333333	0.1845890411	0	0	0
775	0	0	0	0	0	0.1979666667	0.183630137	0	0	0
776	0	0	0	0	0	0.1966666667	0.182260274	0	0	0
777	0	0	0	0	0	0.1962666667	0.1811643836	0	0	0
778	0	0	0	0	0	0.1960333333	0.1802739726	0	0	0
779	0	0	0	0	0	0.1958333333	0.1792465753	0	0	0
780	0	0	0	0	0	0.1951333333	0.1782191781	0	0	0
781	0	0	0	0	0	0.1951	0.1771917808	0	0	0
782	0	0	0	0	0	0.1949	0.1761643836	0	0	0
783	0	0	0	0	0	0.1946666667	0.1750684932	0	0	0
784	0	0	0	0	0	0.1940666667	0.1739726027	0	0	0
785	0	0	0	0	0	0.1933333333	0.1728767123	0	0	0
786	0	0	0	0	0	0.1930333333	0.1718493151	0	0	0
787	0	0	0	0	0	0.1925333333	0.1708219178	0	0	0
788	0	0	0	0	0	0.1919333333	0.1699315068	0	0	0
789	0	0	0	0	0	0.1912333333	0.1687671233	0	0	0
790	0	0	0	0	0	0.1909666667	0.1676027397	0	0	0
791	0	0	0	0	0	0.1906333333	0.1667123288	0	0	0
792	0	0	0	0	0	0.1901	0.1657534247	0	0	0
793	0	0	0	0	0	0.1896	0.1647945205	0	0	0
794	0	0	0	0	0	0.1882666667	0.1638356164	0	0	0
795	0	0	0	0	0	0.1872333333	0.1626027397	0	0	0
796	0	0	0	0	0	0.1863	0.1616438356	0	0	0
797	0	0	0	0	0	0.1852666667	0.1605479452	0	0	0
798	0	0	0	0	0	0.1842333333	0.1595890411	0	0	0
799	0	0	0	0	0	0.1838	0.1582876712	0	0	0
800	0	0	0	0	0	0.1831	0.1571917808	0	0	0
801	0	0	0	0	0	0.1824	0.1560958904	0	0	0
802	0	0	0	0	0	0.1824	0.1551369863	0	0	0
803	0	0	0	0	0	0.1813333333	0.1538356164	0	0	0
804	0	0	0	0	0	0.1811	0.1530136986	0	0	0
805	0	0	0	0	0	0.1809666667	0.1521917808	0	0	0
806	0	0	0	0	0	0.1809	0.1509589041	0	0	0
807	0	0	0	0	0	0.1800666667	0.1497945205	0	0	0
808	0	0	0	0	0	0.1799333333	0.1487671233	0	0	0
809	0	0	0	0	0	0.1785333333	0.1476712329	0	0	0
810	0	0	0	0	0	0.1780666667	0.1468493151	0	0	0
811	0	0	0	0	0	0.1768666667	0.1455479452	0	0	0
812	0	0	0	0	0	0.1768666667	0.1448630137	0	0	0
813	0	0	0	0	0	0.1763666667	0.1438356164	0	0	0
814	0	0	0	0	0	0.1759666667	0.1426027397	0	0	0
815	0	0	0	0	0	0.1751	0.1415068493	0	0	0
816	0	0	0	0	0	0.1742	0.1405479452	0	0	0
817	0	0	0	0	0	0.1721333333	0.1394520548	0	0	0
818	0	0	0	0	0	0.1702666667	0.138630137	0	0	0
819	0	0	0	0	0	0.1699666667	0.1374657534	0	0	0
820	0	0	0	0	0	0.1695666667	0.1365753425	0	0	0
821	0	0	0	0	0	0.1687333333	0.1355479452	0	0	0
822	0	0	0	0	0	0.1681666667	0.1343835616	0	0	0
823	0	0	0	0	0	0.1665666667	0.1332191781	0	0	0
824	0	0	0	0	0	0.1657666667	0.1321917808	0	0	0
825	0	0	0	0	0	0.1650666667	0.1309589041	0	0	0
826	0	0	0	0	0	0.1646666667	0.1300684932	0	0	0
827	0	0	0	0	0	0.1638	0.1289041096	0	0	0
828	0	0	0	0	0	0.1628333333	0.1280136986	0	0	0
829	0	0	0	0	0	0.1625333333	0.1268493151	0	0	0
830	0	0	0	0	0	0.1616	0.1260273973	0	0	0
831	0	0	0	0	0	0.1609666667	0.1246575342	0	0	0
832	0	0	0	0	0	0.1585666667	0.1239041096	0	0	0
833	0	0	0	0	0	0.1575	0.1228767123	0	0	0
834	0	0	0	0	0	0.1571666667	0.1218493151	0	0	0
835	0	0	0	0	0	0.1561	0.1206849315	0	0	0
836	0	0	0	0	0	0.1552	0.1196575342	0	0	0
837	0	0	0	0	0	0.1549333333	0.1185616438	0	0	0
838	0	0	0	0	0	0.1543	0.117739726	0	0	0
839	0	0	0	0	0	0.1534666667	0.1165068493	0	0	0
840	0	0	0	0	0	0.1531333333	0.1156849315	0	0	0
841	0	0	0	0	0	0.1529333333	0.1143835616	0	0	0
842	0	0	0	0	0	0.1527666667	0.1133561644	0	0	0
843	0	0	0	0	0	0.1522333333	0.112260274	0	0	0
844	0	0	0	0	0	0.1517	0.1112328767	0	0	0
845	0	0	0	0	0	0.1506666667	0.1102054795	0	0	0
846	0	0	0	0	0	0.1496	0.1092465753	0	0	0
847	0	0	0	0	0	0.1488666667	0.1079452055	0	0	0
848	0	0	0	0	0	0.1477	0.1069863014	0	0	0
849	0	0	0	0	0	0.1465333333	0.1059589041	0	0	0
850	0	0	0	0	0	0.1458333333	0.1047260274	0	0	0
851	0	0	0	0	0	0.1449333333	0.1034931507	0	0	0
852	0	0	0	0	0	0.1439	0.102739726	0	0	0
853	0	0	0	0	0	0.1423333333	0.1015068493	0	0	0
854	0	0	0	0	0	0.1407666667	0.1006164384	0	0	0
855	0	0	0	0	0	0.1404	0.0993150685	0	0	0
856	0	0	0	0	0	0.14	0.0983561644	0	0	0
857	0	0	0	0	0	0.1398	0.097260274	0	0	0
858	0	0	0	0	0	0.1392333333	0.0962328767	0	0	0
859	0	0	0	0	0	0.1388	0.095	0	0	0
860	0	0	0	0	0	0.1383333333	0.0941780822	0	0	0
861	0	0	0	0	0	0.1379	0.0931506849	0	0	0
862	0	0	0	0	0	0.1372666667	0.0921232877	0	0	0
863	0	0	0	0	0	0.1365666667	0.0906849315	0	0	0
864	0	0	0	0	0	0.1360666667	0.0897945205	0	0	0
865	0	0	0	0	0	0.1351333333	0.0888356164	0	0	0
866	0	0	0	0	0	0.1341666667	0.0878082192	0	0	0
867	0	0	0	0	0	0.134	0.0866438356	0	0	0
868	0	0	0	0	0	0.1337	0.085890411	0	0	0
869	0	0	0	0	0	0.1335	0.0848630137	0	0	0
870	0	0	0	0	0	0.1323333333	0.0836986301	0	0	0
871	0	0	0	0	0	0.1314	0.0823287671	0	0	0
872	0	0	0	0	0	0.1304666667	0.0813013699	0	0	0
873	0	0	0	0	0	0.129	0.0804109589	0	0	0
874	0	0	0	0	0	0.1283333333	0.0794520548	0	0	0
875	0	0	0	0	0	0.1280333333	0.0782191781	0	0	0
876	0	0	0	0	0	0.1273333333	0.0773972603	0	0	0
877	0	0	0	0	0	0.1273333333	0.0765068493	0	0	0
878	0	0	0	0	0	0.1269666667	0.0753424658	0	0	0
879	0	0	0	0	0	0.1264333333	0.0740410959	0	0	0
880	0	0	0	0	0	0.1261	0.0732191781	0	0	0
881	0	0	0	0	0	0.1259	0.0721917808	0	0	0
882	0	0	0	0	0	0.1256333333	0.0711643836	0	0	0
883	0	0	0	0	0	0.1249	0.07	0	0	0
884	0	0	0	0	0	0.1240666667	0.069109589	0	0	0
885	0	0	0	0	0	0.1233	0.0680821918	0	0	0
886	0	0	0	0	0	0.1231333333	0.0667808219	0	0	0
887	0	0	0	0	0	0.1222	0.0656849315	0	0	0
888	0	0	0	0	0	0.122	0.0647260274	0	0	0
889	0	0	0	0	0	0.1216333333	0.063630137	0	0	0
890	0	0	0	0	0	0.1208333333	0.062739726	0	0	0
891	0	0	0	0	0	0.1200666667	0.0617123288	0	0	0
892	0	0	0	0	0	0.1197	0.060890411	0	0	0
893	0	0	0	0	0	0.1192	0.0597260274	0	0	0
894	0	0	0	0	0	0.1189	0.0585616438	0	0	0
895	0	0	0	0	0	0.1183333333	0.0573287671	0	0	0
896	0	0	0	0	0	0.1178333333	0.0562328767	0	0	0
897	0	0	0	0	0	0.1175666667	0.0552054795	0	0	0
898	0	0	0	0	0	0.1168333333	0.0541780822	0	0	0
899	0	0	0	0	0	0.1159333333	0.0530136986	0	0	0
900	0	0	0	0	0	0.1150666667	0.0521232877	0	0	0
901	0	0	0	0	0	0.1143666667	0.0510958904	0	0	0
902	0	0	0	0	0	0.1140333333	0.0501369863	0	0	0
903	0	0	0	0	0	0.1137333333	0.0489726027	0	0	0
904	0	0	0	0	0	0.1133	0.0479452055	0	0	0
905	0	0	0	0	0	0.1129	0.0469863014	0	0	0
906	0	0	0	0	0	0.1122333333	0.0459589041	0	0	0
907	0	0	0	0	0	0.1117333333	0.0448630137	0	0	0
908	0	0	0	0	0	0.1112	0.0439041096	0	0	0
909	0	0	0	0	0	0.111	0.0429452055	0	0	0
910	0	0	0	0	0	0.1106666667	0.0418493151	0	0	0
911	0	0	0	0	0	0.1097	0.0406849315	0	0	0
912	0	0	0	0	0	0.1091	0.0396575342	0	0	0
913	0	0	0	0	0	0.1086333333	0.038630137	0	0	0
914	0	0	0	0	0	0.1079333333	0.0376027397	0	0	0
915	0	0	0	0	0	0.1075333333	0.0364383562	0	0	0
916	0	0	0	0	0	0.1072666667	0.0356164384	0	0	0
917	0	0	0	0	0	0.1070666667	0.0345205479	0	0	0
918	0	0	0	0	0	0.1069666667	0.0334931507	0	0	0
919	0	0	0	0	0	0.1064	0.0323287671	0	0	0
920	0	0	0	0	0	0.1060666667	0.0312328767	0	0	0
921	0	0	0	0	0	0.1054666667	0.0301369863	0	0	0
922	0	0	0	0	0	0.1048	0.029109589	0	0	0
923	0	0	0	0	0	0.1047333333	0.0280136986	0	0	0
924	0	0	0	0	0	0.1041666667	0.0270547945	0	0	0
925	0	0	0	0	0	0.1036666667	0.0257534247	0	0	0
926	0	0	0	0	0	0.1036333333	0.0247260274	0	0	0
927	0	0	0	0	0	0.1031666667	0.0236986301	0	0	0
928	0	0	0	0	0	0.1027333333	0.022739726	0	0	0
929	0	0	0	0	0	0.1024666667	0.0217123288	0	0	0
930	0	0	0	0	0	0.1012666667	0.0206849315	0	0	0
931	0	0	0	0	0	0.1009666667	0.0196575342	0	0	0
932	0	0	0	0	0	0.1006333333	0.0188356164	0	0	0
933	0	0	0	0	0	0.1005666667	0.0175342466	0	0	0
934	0	0	0	0	0	0.1004666667	0.0167123288	0	0	0
935	0	0	0	0	0	0.0989	0.0154794521	0	0	0
936	0	0	0	0	0	0.0985666667	0.0145205479	0	0	0
937	0	0	0	0	0	0.0971666667	0.013630137	0	0	0
938	0	0	0	0	0	0.0969666667	0.0124657534	0	0	0
939	0	0	0	0	0	0.0965	0.0114383562	0	0	0
940	0	0	0	0	0	0.0962	0.0106849315	0	0	0
941	0	0	0	0	0	0.0959	0.0093835616	0	0	0
942	0	0	0	0	0	0.0956666667	0.0085616438	0	0	0
943	0	0	0	0	0	0.0950333333	0.0075342466	0	0	0
944	0	0	0	0	0	0.0938666667	0.0068493151	0	0	0
945	0	0	0	0	0	0.0933666667	0.005890411	0	0	0
946	0	0	0	0	0	0.0929666667	0.0049315068	0	0	0
947	0	0	0	0	0	0.092	0.0040410959	0	0	0
948	0	0	0	0	0	0.0916333333	0.0032191781	0	0	0
949	0	0	0	0	0	0.0908	0.0023972603	0	0	0
950	0	0	0	0	0	0.0899333333	0.0017123288	0	0	0
951	0	0	0	0	0	0.0894	0.0010958904	0	0	0
952	0	0	0	0	0	0.0894	0.0008219178	0	0	0
953	0	0	0	0	0	0.0887333333	0.0004794521	0	0	0
954	0	0	0	0	0	0.0887333333	0.0002739726	0	0	0
955	0	0	0	0	0	0.0883333333	0.0001369863	0	0	0
956	0	0	0	0	0	0.0874333333	6.84931506849315E-05	0	0	0
957	0	0	0	0	0	0.0868666667	0	0	0	0
958	0	0	0	0	0	0.0866333333	0	0	0	0
959	0	0	0	0	0	0.0863	0	0	0	0
960	0	0	0	0	0	0.0860333333	0	0	0	0
961	0	0	0	0	0	0.0856666667	0	0	0	0
962	0	0	0	0	0	0.0854	0	0	0	0
963	0	0	0	0	0	0.0848	0	0	0	0
964	0	0	0	0	0	0.0846666667	0	0	0	0
965	0	0	0	0	0	0.0840666667	0	0	0	0
966	0	0	0	0	0	0.0834	0	0	0	0
967	0	0	0	0	0	0.0828333333	0	0	0	0
968	0	0	0	0	0	0.0824333333	0	0	0	0
969	0	0	0	0	0	0.0819333333	0	0	0	0
970	0	0	0	0	0	0.0818	0	0	0	0
971	0	0	0	0	0	0.0813333333	0	0	0	0
972	0	0	0	0	0	0.0810333333	0	0	0	0
973	0	0	0	0	0	0.0806	0	0	0	0
974	0	0	0	0	0	0.0798333333	0	0	0	0
975	0	0	0	0	0	0.0792666667	0	0	0	0
976	0	0	0	0	0	0.0786666667	0	0	0	0
977	0	0	0	0	0	0.0785333333	0	0	0	0
978	0	0	0	0	0	0.0783	0	0	0	0
979	0	0	0	0	0	0.0781	0	0	0	0
980	0	0	0	0	0	0.077	0	0	0	0
981	0	0	0	0	0	0.0767333333	0	0	0	0
982	0	0	0	0	0	0.0764666667	0	0	0	0
983	0	0	0	0	0	0.0763333333	0	0	0	0
984	0	0	0	0	0	0.0761666667	0	0	0	0
985	0	0	0	0	0	0.0761333333	0	0	0	0
986	0	0	0	0	0	0.0751666667	0	0	0	0
987	0	0	0	0	0	0.0749333333	0	0	0	0
988	0	0	0	0	0	0.0740666667	0	0	0	0
989	0	0	0	0	0	0.0736666667	0	0	0	0
990	0	0	0	0	0	0.0730333333	0	0	0	0
991	0	0	0	0	0	0.0729	0	0	0	0
992	0	0	0	0	0	0.0721666667	0	0	0	0
993	0	0	0	0	0	0.0703666667	0	0	0	0
994	0	0	0	0	0	0.0698	0	0	0	0
995	0	0	0	0	0	0.0696	0	0	0	0
996	0	0	0	0	0	0.0693333333	0	0	0	0
997	0	0	0	0	0	0.0688333333	0	0	0	0
998	0	0	0	0	0	0.0684	0	0	0	0
999	0	0	0	0	0	0.0683666667	0	0	0	0
1000	0	0	0	0	0	0.0681	0	0	0	0

